Bookmark,Frame#,Hex,ASCII,Frame Size,Delta,Timestamp,
="",8613,,,491,="",="2/3/2026 4:52:30.217471005 PM",
="",8724,,,121,="",="2/3/2026 4:52:30.646877635 PM",
="",8726,,,117,="",="2/3/2026 4:52:30.647225755 PM",
="",8728,,,105,="",="2/3/2026 4:52:30.649315365 PM",
="",8730,,,117,="",="2/3/2026 4:52:30.649752245 PM",
="",8746,,,323,="",="2/3/2026 4:52:30.697863145 PM",
="",8766,,,499,="",="2/3/2026 4:52:30.798334450 PM",
="",8771,,,125,="",="2/3/2026 4:52:30.814866080 PM",
="",8779,,,397,="",="2/3/2026 4:52:30.837299340 PM",
="",8815,,,121,="",="2/3/2026 4:52:31.049914565 PM",
="",8818,,,99,="",="2/3/2026 4:52:31.054951075 PM",
="",8852,,,532,="",="2/3/2026 4:52:31.208031695 PM",
="",8861,,,341,="",="2/3/2026 4:52:31.245261530 PM",
="",8869,,,99,="",="2/3/2026 4:52:31.277224700 PM",
="",8871,,,229,="",="2/3/2026 4:52:31.317089865 PM",
="",8891,,,472,="",="2/3/2026 4:52:31.418999185 PM",
="",9056,,,3066,="",="2/3/2026 4:52:32.257445960 PM",
="",9077,,,443,="",="2/3/2026 4:52:32.325511280 PM",
="",9157,,,315,="",="2/3/2026 4:52:32.678536865 PM",
="",9224,,,340,="",="2/3/2026 4:52:32.906004500 PM",
="",9227,,,340,="",="2/3/2026 4:52:32.911431630 PM",
="",9234,,,229,="",="2/3/2026 4:52:32.950299400 PM",
="",9239,,,378,="",="2/3/2026 4:52:32.983825580 PM",
="",9393,,,443,="",="2/3/2026 4:52:33.554312795 PM",
="",9421,,,113,="",="2/3/2026 4:52:33.626989110 PM",
="",9646,,,364,="",="2/3/2026 4:52:34.425640570 PM",
="",9789,,,316,="",="2/3/2026 4:52:34.914941695 PM",
="",9801,,,382,="",="2/3/2026 4:52:34.938503195 PM",
="",9917,,,286,="",="2/3/2026 4:52:35.455024605 PM",
="",10017,,,229,="",="2/3/2026 4:52:35.968136020 PM",
="",10124,,,397,="",="2/3/2026 4:52:36.571718080 PM",
="",10153,,,340,="",="2/3/2026 4:52:36.741183445 PM",
="",10189,,,323,="",="2/3/2026 4:52:36.944823915 PM",
="",10271,,,229,="",="2/3/2026 4:52:37.339317040 PM",
="",10273,,,229,="",="2/3/2026 4:52:37.339618545 PM",
="",10286,,,113,="",="2/3/2026 4:52:37.362575115 PM",
="",10293,,,315,="",="2/3/2026 4:52:37.388195570 PM",
="",10335,,,117,="",="2/3/2026 4:52:37.536220925 PM",
="",10341,,,105,="",="2/3/2026 4:52:37.557642660 PM",
="",10344,,,117,="",="2/3/2026 4:52:37.561422970 PM",
="",10379,,,427,="",="2/3/2026 4:52:37.697093505 PM",
="",10388,,,340,="",="2/3/2026 4:52:37.727909605 PM",
="",10425,,,340,="",="2/3/2026 4:52:37.821267275 PM",
="",10448,,,117,="",="2/3/2026 4:52:37.912772620 PM",
="",10454,,,340,="",="2/3/2026 4:52:37.929084125 PM",
="",10471,,,397,="",="2/3/2026 4:52:38.005339655 PM",
="",10476,,,364,="",="2/3/2026 4:52:38.009817415 PM",
="",10503,,,425,="",="2/3/2026 4:52:38.109276370 PM",
="",10528,,,424,="",="2/3/2026 4:52:38.209388200 PM",
="",10531,,,382,="",="2/3/2026 4:52:38.211711545 PM",
="",10536,,,338,="",="2/3/2026 4:52:38.217335985 PM",
="",10541,,,333,="",="2/3/2026 4:52:38.222678895 PM",
="",10543,,,340,="",="2/3/2026 4:52:38.231170440 PM",
="",10551,,,444,="",="2/3/2026 4:52:38.284152810 PM",
="",10561,,,424,="",="2/3/2026 4:52:38.311791315 PM",
="",10580,,,229,="",="2/3/2026 4:52:38.385064285 PM",
="",10587,,,471,="",="2/3/2026 4:52:38.418662845 PM",
="",10591,,,364,="",="2/3/2026 4:52:38.428323010 PM",
="",10599,,,373,="",="2/3/2026 4:52:38.467488920 PM",
="",10602,,,366,="",="2/3/2026 4:52:38.475167650 PM",
="",10611,,,316,="",="2/3/2026 4:52:38.498935495 PM",
="",10640,,,378,="",="2/3/2026 4:52:38.615898060 PM",
="",10647,,,382,="",="2/3/2026 4:52:38.624940300 PM",
="",10667,,,248,="",="2/3/2026 4:52:38.732005710 PM",
="",10721,,,229,="",="2/3/2026 4:52:38.909674745 PM",
="",10731,,,333,="",="2/3/2026 4:52:38.944899695 PM",
="",10801,,,397,="",="2/3/2026 4:52:39.234198105 PM",
="",10804,,,113,="",="2/3/2026 4:52:39.246689710 PM",
="",10816,,,125,="",="2/3/2026 4:52:39.307911395 PM",
="",10819,,,499,="",="2/3/2026 4:52:39.311791440 PM",
="",10929,,,340,="",="2/3/2026 4:52:39.772298830 PM",
="",10936,,,376,="",="2/3/2026 4:52:39.800381900 PM",
="",10937,,,117,="",="2/3/2026 4:52:39.804005070 PM",
="",10950,,,99,="",="2/3/2026 4:52:39.833891465 PM",
="",10954,,,229,="",="2/3/2026 4:52:39.836019230 PM",
="",10955,,,99,="",="2/3/2026 4:52:39.836139930 PM",
="",10969,,,117,="",="2/3/2026 4:52:39.865210525 PM",
="",10973,,,113,="",="2/3/2026 4:52:39.868961195 PM",
="",10976,,,339,="",="2/3/2026 4:52:39.871432240 PM",
="",10979,,,229,="",="2/3/2026 4:52:39.883984420 PM",
="",11005,,,364,="",="2/3/2026 4:52:39.959807200 PM",
="",11059,,,413,="",="2/3/2026 4:52:40.151792375 PM",
="",11064,,,424,="",="2/3/2026 4:52:40.154998705 PM",
="",11065,,,397,="",="2/3/2026 4:52:40.155774225 PM",
="",11072,,,339,="",="2/3/2026 4:52:40.178644845 PM",
="",11102,,,373,="",="2/3/2026 4:52:40.312485530 PM",
="",11109,,,421,="",="2/3/2026 4:52:40.355750910 PM",
="",11110,,,413,="",="2/3/2026 4:52:40.356534015 PM",
="",11115,,,424,="",="2/3/2026 4:52:40.359812230 PM",
="",11116,,,397,="",="2/3/2026 4:52:40.360581055 PM",
="",11117,,,382,="",="2/3/2026 4:52:40.362125455 PM",
="",11132,,,376,="",="2/3/2026 4:52:40.414782810 PM",
="",11162,,,480,="",="2/3/2026 4:52:40.545393785 PM",
="",11170,,,427,="",="2/3/2026 4:52:40.570954900 PM",
="",11187,,,413,="",="2/3/2026 4:52:40.663794725 PM",
="",11188,,,400,="",="2/3/2026 4:52:40.664543885 PM",
="",11207,,,323,="",="2/3/2026 4:52:40.695654150 PM",
="",11240,,,117,="",="2/3/2026 4:52:40.805795645 PM",
="",11250,,,117,="",="2/3/2026 4:52:40.820589810 PM",
="",11255,,,323,="",="2/3/2026 4:52:40.835411910 PM",
="",11333,,,323,="",="2/3/2026 4:52:41.143326625 PM",
="",11334,,,323,="",="2/3/2026 4:52:41.146208170 PM",
="",11390,,,397,="",="2/3/2026 4:52:41.384716225 PM",
="",11401,,,323,="",="2/3/2026 4:52:41.459079220 PM",
="",11409,,,397,="",="2/3/2026 4:52:41.486976210 PM",
="",11493,,,532,="",="2/3/2026 4:52:41.792915265 PM",
="",11497,,,338,="",="2/3/2026 4:52:41.801347135 PM",
="",11516,,,229,="",="2/3/2026 4:52:41.931030570 PM",
="",11566,,,397,="",="2/3/2026 4:52:42.203792985 PM",
="",11572,,,333,="",="2/3/2026 4:52:42.225348705 PM",
="",11644,,,602,="",="2/3/2026 4:52:42.592617835 PM",
="",11651,,,117,="",="2/3/2026 4:52:42.616501015 PM",
="",11666,,,322,="",="2/3/2026 4:52:42.669755405 PM",
="",11676,,,413,="",="2/3/2026 4:52:42.711771385 PM",
="",11718,,,413,="",="2/3/2026 4:52:42.916579320 PM",
="",11745,,,421,="",="2/3/2026 4:52:43.018172275 PM",
="",11746,,,413,="",="2/3/2026 4:52:43.019001715 PM",
="",11747,,,400,="",="2/3/2026 4:52:43.019787850 PM",
="",11771,,,397,="",="2/3/2026 4:52:43.125406775 PM",
="",11856,,,413,="",="2/3/2026 4:52:43.530968920 PM",
="",11868,,,340,="",="2/3/2026 4:52:43.564756985 PM",
="",11898,,,376,="",="2/3/2026 4:52:43.691564535 PM",
="",11907,,,413,="",="2/3/2026 4:52:43.735788640 PM",
="",11974,,,229,="",="2/3/2026 4:52:44.056444160 PM",
="",11986,,,365,="",="2/3/2026 4:52:44.112155695 PM",
="",12014,,,117,="",="2/3/2026 4:52:44.228197335 PM",
="",12017,,,99,="",="2/3/2026 4:52:44.251457965 PM",
="",12038,,,413,="",="2/3/2026 4:52:44.350193540 PM",
="",12046,,,376,="",="2/3/2026 4:52:44.408428375 PM",
="",12062,,,315,="",="2/3/2026 4:52:44.460450550 PM",
="",12067,,,125,="",="2/3/2026 4:52:44.500157975 PM",
="",12086,,,413,="",="2/3/2026 4:52:44.554987635 PM",
="",12091,,,424,="",="2/3/2026 4:52:44.558257995 PM",
="",12092,,,397,="",="2/3/2026 4:52:44.559024075 PM",
="",12093,,,421,="",="2/3/2026 4:52:44.575815120 PM",
="",12094,,,421,="",="2/3/2026 4:52:44.576424305 PM",
="",12095,,,418,="",="2/3/2026 4:52:44.578217985 PM",
="",12164,,,117,="",="2/3/2026 4:52:44.939678435 PM",
="",12165,,,117,="",="2/3/2026 4:52:44.939843895 PM",
="",12173,,,99,="",="2/3/2026 4:52:44.947748285 PM",
="",12188,,,449,="",="2/3/2026 4:52:45.011667015 PM",
="",12200,,,421,="",="2/3/2026 4:52:45.066185020 PM",
="",12206,,,177,="",="2/3/2026 4:52:45.074029380 PM",
="",12269,,,99,="",="2/3/2026 4:52:45.402821600 PM",
="",12291,,,99,="",="2/3/2026 4:52:45.502816585 PM",
="",12296,,,449,="",="2/3/2026 4:52:45.542885925 PM",
="",12317,,,342,="",="2/3/2026 4:52:45.657254885 PM",
="",12322,,,421,="",="2/3/2026 4:52:45.680592080 PM",
="",12330,,,397,="",="2/3/2026 4:52:45.685419545 PM",
="",12409,,,421,="",="2/3/2026 4:52:46.090192795 PM",
="",12411,,,400,="",="2/3/2026 4:52:46.091775995 PM",
="",12416,,,424,="",="2/3/2026 4:52:46.094278355 PM",
="",12446,,,413,="",="2/3/2026 4:52:46.295801010 PM",
="",12451,,,424,="",="2/3/2026 4:52:46.299070305 PM",
="",12452,,,397,="",="2/3/2026 4:52:46.299840010 PM",
="",12471,,,413,="",="2/3/2026 4:52:46.398277125 PM",
="",12491,,,413,="",="2/3/2026 4:52:46.500601880 PM",
="",12496,,,341,="",="2/3/2026 4:52:46.502952770 PM",
="",12498,,,229,="",="2/3/2026 4:52:46.503412630 PM",
="",12522,,,341,="",="2/3/2026 4:52:46.605370055 PM",
="",12551,,,324,="",="2/3/2026 4:52:46.779518750 PM",
="",12632,,,229,="",="2/3/2026 4:52:47.128421125 PM",
="",12669,,,365,="",="2/3/2026 4:52:47.286618095 PM",
="",12673,,,400,="",="2/3/2026 4:52:47.320590255 PM",
="",12686,,,435,="",="2/3/2026 4:52:47.355676215 PM",
="",12687,,,397,="",="2/3/2026 4:52:47.358049380 PM",
="",12710,,,435,="",="2/3/2026 4:52:47.458027970 PM",
="",12749,,,397,="",="2/3/2026 4:52:47.665158030 PM",
="",12801,,,435,="",="2/3/2026 4:52:47.969158145 PM",
="",12829,,,434,="",="2/3/2026 4:52:48.073959960 PM",
="",12848,,,435,="",="2/3/2026 4:52:48.174836425 PM",
="",12849,,,434,="",="2/3/2026 4:52:48.175613275 PM",
="",12861,,,400,="",="2/3/2026 4:52:48.242308155 PM",
="",12867,,,434,="",="2/3/2026 4:52:48.278774105 PM",
="",12871,,,421,="",="2/3/2026 4:52:48.286956340 PM",
="",12879,,,369,="",="2/3/2026 4:52:48.308123115 PM",
="",12897,,,435,="",="2/3/2026 4:52:48.379602395 PM",
="",12904,,,400,="",="2/3/2026 4:52:48.390939815 PM",
="",12920,,,424,="",="2/3/2026 4:52:48.449498550 PM",
="",12926,,,435,="",="2/3/2026 4:52:48.482662880 PM",
="",12930,,,400,="",="2/3/2026 4:52:48.493324620 PM",
="",12949,,,435,="",="2/3/2026 4:52:48.583647220 PM",
="",12960,,,229,="",="2/3/2026 4:52:48.615959615 PM",
="",12986,,,400,="",="2/3/2026 4:52:48.754264670 PM",
="",13030,,,400,="",="2/3/2026 4:52:48.959057100 PM",
="",13065,,,323,="",="2/3/2026 4:52:49.094405865 PM",
="",13105,,,435,="",="2/3/2026 4:52:49.198001960 PM",
="",13106,,,435,="",="2/3/2026 4:52:49.199048070 PM",
="",13107,,,428,="",="2/3/2026 4:52:49.199559300 PM",
="",13108,,,434,="",="2/3/2026 4:52:49.200056955 PM",
="",13109,,,428,="",="2/3/2026 4:52:49.200603330 PM",
="",13114,,,413,="",="2/3/2026 4:52:49.209345170 PM",
="",13127,,,400,="",="2/3/2026 4:52:49.266351480 PM",
="",13134,,,328,="",="2/3/2026 4:52:49.307762600 PM",
="",13145,,,400,="",="2/3/2026 4:52:49.368600405 PM",
="",13182,,,435,="",="2/3/2026 4:52:49.505186185 PM",
="",13221,,,400,="",="2/3/2026 4:52:49.619782930 PM",
="",13239,,,400,="",="2/3/2026 4:52:49.675777275 PM",
="",13256,,,183,="",="2/3/2026 4:52:49.746494550 PM",
="",13307,,,303,="",="2/3/2026 4:52:49.970326695 PM",
="",13362,,,421,="",="2/3/2026 4:52:50.186224690 PM",
="",13364,,,413,="",="2/3/2026 4:52:50.187047450 PM",
="",13409,,,421,="",="2/3/2026 4:52:50.391026145 PM",
="",13414,,,307,="",="2/3/2026 4:52:50.405029820 PM",
="",13428,,,413,="",="2/3/2026 4:52:50.494236690 PM",
="",13438,,,466,="",="2/3/2026 4:52:50.519165945 PM",
="",13440,,,421,="",="2/3/2026 4:52:50.539781455 PM",
="",13451,,,315,="",="2/3/2026 4:52:50.597863970 PM",
="",13467,,,413,="",="2/3/2026 4:52:50.642963265 PM",
="",13470,,,229,="",="2/3/2026 4:52:50.659794830 PM",
="",13508,,,413,="",="2/3/2026 4:52:50.801485975 PM",
="",13556,,,421,="",="2/3/2026 4:52:51.005431145 PM",
="",13560,,,341,="",="2/3/2026 4:52:51.008603570 PM",
="",13569,,,367,="",="2/3/2026 4:52:51.031536435 PM",
="",13606,,,428,="",="2/3/2026 4:52:51.259289040 PM",
="",13607,,,428,="",="2/3/2026 4:52:51.261510570 PM",
="",13634,,,429,="",="2/3/2026 4:52:51.408388695 PM",
="",13645,,,415,="",="2/3/2026 4:52:51.421487275 PM",
="",13647,,,428,="",="2/3/2026 4:52:51.428158760 PM",
="",13651,,,226,="",="2/3/2026 4:52:51.432370010 PM",
="",13652,,,179,="",="2/3/2026 4:52:51.433656255 PM",
="",13701,,,229,="",="2/3/2026 4:52:51.631376960 PM",
="",13787,,,315,="",="2/3/2026 4:52:52.032192450 PM",
="",13806,,,303,="",="2/3/2026 4:52:52.120726290 PM",
="",13833,,,435,="",="2/3/2026 4:52:52.270158510 PM",
="",13846,,,429,="",="2/3/2026 4:52:52.293064635 PM",
="",13850,,,415,="",="2/3/2026 4:52:52.324472225 PM",
="",13861,,,309,="",="2/3/2026 4:52:52.365207930 PM",
="",13876,,,468,="",="2/3/2026 4:52:52.431920385 PM",
="",13877,,,471,="",="2/3/2026 4:52:52.444232395 PM",
="",13900,,,421,="",="2/3/2026 4:52:52.541443495 PM",
="",13908,,,323,="",="2/3/2026 4:52:52.572852615 PM",
="",13914,,,435,="",="2/3/2026 4:52:52.579652480 PM",
="",13922,,,229,="",="2/3/2026 4:52:52.625399705 PM",
="",13939,,,434,="",="2/3/2026 4:52:52.681385090 PM",
="",13958,,,468,="",="2/3/2026 4:52:52.848497405 PM",
="",13979,,,340,="",="2/3/2026 4:52:52.936339830 PM",
="",13985,,,400,="",="2/3/2026 4:52:52.952627445 PM",
="",14025,,,468,="",="2/3/2026 4:52:53.148500215 PM",
="",14057,,,421,="",="2/3/2026 4:52:53.258248290 PM",
="",14058,,,413,="",="2/3/2026 4:52:53.259107585 PM",
="",14077,,,421,="",="2/3/2026 4:52:53.360649470 PM",
="",14078,,,413,="",="2/3/2026 4:52:53.361446775 PM",
="",14101,,,400,="",="2/3/2026 4:52:53.464669825 PM",
="",14119,,,376,="",="2/3/2026 4:52:53.522091485 PM",
="",14120,,,117,="",="2/3/2026 4:52:53.524686825 PM",
="",14121,,,117,="",="2/3/2026 4:52:53.525171845 PM",
="",14122,,,229,="",="2/3/2026 4:52:53.525329210 PM",
="",14127,,,375,="",="2/3/2026 4:52:53.552193060 PM",
="",14133,,,429,="",="2/3/2026 4:52:53.565170145 PM",
="",14135,,,400,="",="2/3/2026 4:52:53.567029270 PM",
="",14141,,,340,="",="2/3/2026 4:52:53.576775375 PM",
="",14188,,,117,="",="2/3/2026 4:52:53.784851175 PM",
="",14189,,,99,="",="2/3/2026 4:52:53.791749310 PM",
="",14190,,,99,="",="2/3/2026 4:52:53.792750070 PM",
="",14191,,,367,="",="2/3/2026 4:52:53.796357080 PM",
="",14202,,,117,="",="2/3/2026 4:52:53.854807905 PM",
="",14203,,,99,="",="2/3/2026 4:52:53.855509735 PM",
="",14210,,,421,="",="2/3/2026 4:52:53.874545775 PM",
="",14218,,,367,="",="2/3/2026 4:52:53.899447895 PM",
="",14235,,,471,="",="2/3/2026 4:52:53.980017935 PM",
="",14247,,,316,="",="2/3/2026 4:52:54.027469880 PM",
="",14270,,,429,="",="2/3/2026 4:52:54.153770105 PM",
="",14285,,,429,="",="2/3/2026 4:52:54.170743640 PM",
="",14300,,,428,="",="2/3/2026 4:52:54.182640965 PM",
="",14303,,,425,="",="2/3/2026 4:52:54.185317330 PM",
="",14308,,,297,="",="2/3/2026 4:52:54.229199360 PM",
="",14310,,,303,="",="2/3/2026 4:52:54.264778405 PM",
="",14311,,,303,="",="2/3/2026 4:52:54.270815305 PM",
="",14327,,,191,="",="2/3/2026 4:52:54.332243515 PM",
="",14341,,,413,="",="2/3/2026 4:52:54.385473560 PM",
="",14404,,,425,="",="2/3/2026 4:52:54.603709090 PM",
="",14422,,,421,="",="2/3/2026 4:52:54.691859670 PM",
="",14472,,,428,="",="2/3/2026 4:52:54.853011855 PM",
="",14484,,,117,="",="2/3/2026 4:52:54.893629025 PM",
="",14487,,,413,="",="2/3/2026 4:52:54.897463825 PM",
="",14499,,,340,="",="2/3/2026 4:52:54.907980265 PM",
="",14534,,,434,="",="2/3/2026 4:52:55.036488760 PM",
="",14535,,,434,="",="2/3/2026 4:52:55.037338980 PM",
="",14536,,,397,="",="2/3/2026 4:52:55.038109255 PM",
="",14543,,,218,="",="2/3/2026 4:52:55.083127105 PM",
="",14544,,,218,="",="2/3/2026 4:52:55.083344700 PM",
="",14545,,,218,="",="2/3/2026 4:52:55.083562310 PM",
="",14554,,,413,="",="2/3/2026 4:52:55.102329285 PM",
="",14555,,,400,="",="2/3/2026 4:52:55.103086965 PM",
="",14586,,,413,="",="2/3/2026 4:52:55.204703165 PM",
="",14592,,,340,="",="2/3/2026 4:52:55.215181805 PM",
="",14593,,,429,="",="2/3/2026 4:52:55.216164915 PM",
="",14595,,,428,="",="2/3/2026 4:52:55.218700030 PM",
="",14604,,,117,="",="2/3/2026 4:52:55.243006275 PM",
="",14626,,,117,="",="2/3/2026 4:52:55.308304305 PM",
="",14642,,,117,="",="2/3/2026 4:52:55.380316855 PM",
="",14646,,,468,="",="2/3/2026 4:52:55.401336020 PM",
="",14654,,,400,="",="2/3/2026 4:52:55.410208420 PM",
="",14659,,,340,="",="2/3/2026 4:52:55.419984700 PM",
="",14695,,,397,="",="2/3/2026 4:52:55.550065360 PM",
="",14696,,,117,="",="2/3/2026 4:52:55.552933590 PM",
="",14705,,,99,="",="2/3/2026 4:52:55.596693535 PM",
="",14725,,,217,="",="2/3/2026 4:52:55.663091185 PM",
="",14752,,,390,="",="2/3/2026 4:52:55.750956025 PM",
="",14772,,,303,="",="2/3/2026 4:52:55.819851610 PM",
="",14777,,,229,="",="2/3/2026 4:52:55.833087560 PM",
="",14785,,,243,="",="2/3/2026 4:52:55.867957155 PM",
="",14793,,,229,="",="2/3/2026 4:52:55.909265125 PM",
="",14814,,,218,="",="2/3/2026 4:52:55.989136745 PM",
="",14815,,,218,="",="2/3/2026 4:52:55.989343140 PM",
="",14816,,,218,="",="2/3/2026 4:52:55.989486585 PM",
="",14820,,,117,="",="2/3/2026 4:52:55.990705120 PM",
="",14832,,,425,="",="2/3/2026 4:52:56.016830340 PM",
="",14835,,,215,="",="2/3/2026 4:52:56.018482235 PM",
="",14845,,,231,="",="2/3/2026 4:52:56.046625695 PM",
="",14871,,,413,="",="2/3/2026 4:52:56.126299055 PM",
="",14910,,,397,="",="2/3/2026 4:52:56.266964385 PM",
="",14912,,,369,="",="2/3/2026 4:52:56.288031315 PM",
="",14929,,,303,="",="2/3/2026 4:52:56.331858015 PM",
="",14934,,,229,="",="2/3/2026 4:52:56.348159810 PM",
="",14941,,,434,="",="2/3/2026 4:52:56.367692520 PM",
="",14942,,,434,="",="2/3/2026 4:52:56.368473500 PM",
="",14943,,,397,="",="2/3/2026 4:52:56.369264440 PM",
="",14946,,,191,="",="2/3/2026 4:52:56.376797480 PM",
="",14949,,,398,="",="2/3/2026 4:52:56.387137260 PM",
="",14950,,,398,="",="2/3/2026 4:52:56.387355975 PM",
="",14951,,,229,="",="2/3/2026 4:52:56.387568610 PM",
="",14954,,,117,="",="2/3/2026 4:52:56.391924975 PM",
="",14984,,,367,="",="2/3/2026 4:52:56.507820340 PM",
="",14994,,,117,="",="2/3/2026 4:52:56.540659650 PM",
="",14995,,,99,="",="2/3/2026 4:52:56.540775930 PM",
="",15004,,,435,="",="2/3/2026 4:52:56.571734260 PM",
="",15005,,,434,="",="2/3/2026 4:52:56.572506390 PM",
="",15006,,,434,="",="2/3/2026 4:52:56.573338265 PM",
="",15011,,,383,="",="2/3/2026 4:52:56.587998670 PM",
="",15027,,,468,="",="2/3/2026 4:52:56.632333255 PM",
="",15038,,,229,="",="2/3/2026 4:52:56.647178825 PM",
="",15040,,,381,="",="2/3/2026 4:52:56.647545760 PM",
="",15041,,,229,="",="2/3/2026 4:52:56.647767035 PM",
="",15046,,,121,="",="2/3/2026 4:52:56.673433975 PM",
="",15064,,,471,="",="2/3/2026 4:52:56.744957160 PM",
="",15065,,,425,="",="2/3/2026 4:52:56.746309815 PM",
="",15092,,,229,="",="2/3/2026 4:52:56.828004010 PM",
="",15126,,,216,="",="2/3/2026 4:52:56.910418400 PM",
="",15134,,,333,="",="2/3/2026 4:52:56.921801520 PM",
="",15150,,,229,="",="2/3/2026 4:52:56.983841255 PM",
="",15167,,,468,="",="2/3/2026 4:52:57.044150220 PM",
="",15177,,,385,="",="2/3/2026 4:52:57.067565160 PM",
="",15178,,,229,="",="2/3/2026 4:52:57.067763915 PM",
="",15179,,,385,="",="2/3/2026 4:52:57.067980310 PM",
="",15183,,,435,="",="2/3/2026 4:52:57.082909815 PM",
="",15186,,,434,="",="2/3/2026 4:52:57.085341680 PM",
="",15187,,,397,="",="2/3/2026 4:52:57.086131900 PM",
="",15235,,,229,="",="2/3/2026 4:52:57.249899080 PM",
="",15245,,,382,="",="2/3/2026 4:52:57.287651810 PM",
="",15289,,,370,="",="2/3/2026 4:52:57.428081980 PM",
="",15290,,,229,="",="2/3/2026 4:52:57.428343765 PM",
="",15301,,,229,="",="2/3/2026 4:52:57.467346460 PM",
="",15309,,,70,="",="2/3/2026 4:52:57.505000970 PM",
="",15332,,,229,="",="2/3/2026 4:52:57.589346720 PM",
="",15358,,,222,="",="2/3/2026 4:52:57.696666120 PM",
="",15430,,,487,="",="2/3/2026 4:52:57.934529090 PM",
="",15434,,,487,="",="2/3/2026 4:52:57.939451065 PM",
="",15445,,,229,="",="2/3/2026 4:52:57.967570405 PM",
="",15448,,,471,="",="2/3/2026 4:52:57.973315195 PM",
="",15456,,,104,="",="2/3/2026 4:52:57.998052220 PM",
="",15502,,,435,="",="2/3/2026 4:52:58.106927160 PM",
="",15522,,,411,="",="2/3/2026 4:52:58.156247495 PM",
="",15523,,,440,="",="2/3/2026 4:52:58.156506425 PM",
="",15527,,,383,="",="2/3/2026 4:52:58.170753110 PM",
="",15558,,,229,="",="2/3/2026 4:52:58.263299630 PM",
="",15559,,,229,="",="2/3/2026 4:52:58.263514800 PM",
="",15571,,,229,="",="2/3/2026 4:52:58.284933800 PM",
="",15572,,,229,="",="2/3/2026 4:52:58.285022975 PM",
="",15573,,,117,="",="2/3/2026 4:52:58.285080215 PM",
="",15649,,,117,="",="2/3/2026 4:52:58.451113685 PM",
="",15652,,,333,="",="2/3/2026 4:52:58.457798780 PM",
="",15672,,,435,="",="2/3/2026 4:52:58.517407850 PM",
="",15693,,,117,="",="2/3/2026 4:52:58.553717360 PM",
="",15732,,,229,="",="2/3/2026 4:52:58.655931470 PM",
="",15733,,,117,="",="2/3/2026 4:52:58.656023910 PM",
="",15746,,,340,="",="2/3/2026 4:52:58.670823435 PM",
="",15771,,,229,="",="2/3/2026 4:52:58.772955385 PM",
="",15772,,,229,="",="2/3/2026 4:52:58.773035700 PM",
="",15773,,,117,="",="2/3/2026 4:52:58.773092935 PM",
="",15782,,,229,="",="2/3/2026 4:52:58.777897740 PM",
="",15805,,,434,="",="2/3/2026 4:52:58.825364095 PM",
="",15873,,,229,="",="2/3/2026 4:52:58.961642915 PM",
="",15874,,,117,="",="2/3/2026 4:52:58.961742355 PM",
="",15905,,,229,="",="2/3/2026 4:52:59.028361280 PM",
="",15918,,,113,="",="2/3/2026 4:52:59.057742950 PM",
="",15939,,,340,="",="2/3/2026 4:52:59.080397330 PM",
="",15979,,,229,="",="2/3/2026 4:52:59.168042895 PM",
="",15980,,,117,="",="2/3/2026 4:52:59.168091765 PM",
="",15983,,,340,="",="2/3/2026 4:52:59.182799800 PM",
="",16063,,,113,="",="2/3/2026 4:52:59.372355535 PM",
="",16115,,,117,="",="2/3/2026 4:52:59.475264450 PM",
="",16143,,,117,="",="2/3/2026 4:52:59.504143680 PM",
="",16160,,,99,="",="2/3/2026 4:52:59.521263095 PM",
="",16177,,,497,="",="2/3/2026 4:52:59.580977585 PM",
="",16178,,,117,="",="2/3/2026 4:52:59.581071670 PM",
="",16189,,,440,="",="2/3/2026 4:52:59.590110965 PM",
="",16205,,,117,="",="2/3/2026 4:52:59.611069980 PM",
="",16245,,,309,="",="2/3/2026 4:52:59.634144550 PM",
="",16250,,,229,="",="2/3/2026 4:52:59.644996735 PM",
="",16252,,,229,="",="2/3/2026 4:52:59.645323135 PM",
="",16324,,,411,="",="2/3/2026 4:52:59.692252250 PM",
="",16325,,,440,="",="2/3/2026 4:52:59.692511660 PM",
="",16345,,,117,="",="2/3/2026 4:52:59.701790355 PM",
="",16406,,,367,="",="2/3/2026 4:52:59.735601305 PM",
="",16407,,,229,="",="2/3/2026 4:52:59.746178470 PM",
="",16408,,,281,="",="2/3/2026 4:52:59.747776130 PM",
="",16409,,,229,="",="2/3/2026 4:52:59.747943310 PM",
="",16410,,,281,="",="2/3/2026 4:52:59.748110090 PM",
="",16415,,,221,="",="2/3/2026 4:52:59.761854785 PM",
="",16424,,,121,="",="2/3/2026 4:52:59.762937290 PM",
="",16446,,,117,="",="2/3/2026 4:52:59.782406325 PM",
="",16460,,,227,="",="2/3/2026 4:52:59.786146350 PM",
="",16463,,,227,="",="2/3/2026 4:52:59.787605290 PM",
="",16464,,,227,="",="2/3/2026 4:52:59.788221635 PM",
="",16493,,,117,="",="2/3/2026 4:52:59.809938840 PM",
="",16505,,,117,="",="2/3/2026 4:52:59.825742510 PM",
="",16513,,,215,="",="2/3/2026 4:52:59.829280610 PM",
="",16520,,,229,="",="2/3/2026 4:52:59.841911215 PM",
="",16532,,,397,="",="2/3/2026 4:52:59.850988285 PM",
="",16553,,,99,="",="2/3/2026 4:52:59.869952245 PM",
="",16573,,,229,="",="2/3/2026 4:52:59.886454830 PM",
