Bookmark,Frame#,Source Port,Destination Port,Length,Checksum,Frame Size,Delta,Timestamp,
="",16834,,,,,364,="",="2/5/2026 4:52:13.128929625 PM",
="",16848,,,,,117,="",="2/5/2026 4:52:13.156803055 PM",
="",16856,,,,,117,="",="2/5/2026 4:52:13.159628810 PM",
="",16876,,,,,411,="",="2/5/2026 4:52:13.189150145 PM",
="",16879,,,,,425,="",="2/5/2026 4:52:13.194396020 PM",
="",16888,,,,,411,="",="2/5/2026 4:52:13.206612665 PM",
="",16899,,,,,171,="",="2/5/2026 4:52:13.222533290 PM",
="",16900,,,,,171,="",="2/5/2026 4:52:13.222596730 PM",
="",16901,,,,,375,="",="2/5/2026 4:52:13.223341460 PM",
="",16912,,,,,364,="",="2/5/2026 4:52:13.231327520 PM",
="",16914,,,,,333,="",="2/5/2026 4:52:13.239522395 PM",
="",16918,,,,,117,="",="2/5/2026 4:52:13.256706845 PM",
="",16924,,,,,117,="",="2/5/2026 4:52:13.258830625 PM",
="",16928,,,,,117,="",="2/5/2026 4:52:13.261098465 PM",
="",16939,,,,,117,="",="2/5/2026 4:52:13.273005330 PM",
="",16946,,,,,117,="",="2/5/2026 4:52:13.274773620 PM",
="",16966,,,,,448,="",="2/5/2026 4:52:13.308407670 PM",
="",16976,,,,,177,="",="2/5/2026 4:52:13.316876425 PM",
="",16979,,,,,177,="",="2/5/2026 4:52:13.319427900 PM",
="",16983,,,,,177,="",="2/5/2026 4:52:13.321415445 PM",
="",16986,,,,,442,="",="2/5/2026 4:52:13.324084460 PM",
="",16999,,,,,171,="",="2/5/2026 4:52:13.332381150 PM",
="",17000,,,,,364,="",="2/5/2026 4:52:13.333732525 PM",
="",17002,,,,,340,="",="2/5/2026 4:52:13.334249520 PM",
="",17005,,,,,333,="",="2/5/2026 4:52:13.341919360 PM",
="",17006,,,,,425,="",="2/5/2026 4:52:13.349492940 PM",
="",17008,,,,,440,="",="2/5/2026 4:52:13.350017925 PM",
="",17012,,,,,117,="",="2/5/2026 4:52:13.357074490 PM",
="",17020,,,,,121,="",="2/5/2026 4:52:13.362074145 PM",
="",17021,,,,,117,="",="2/5/2026 4:52:13.362124560 PM",
="",17024,,,,,117,="",="2/5/2026 4:52:13.363028740 PM",
="",17034,,,,,440,="",="2/5/2026 4:52:13.372373745 PM",
="",17060,,,,,425,="",="2/5/2026 4:52:13.410018340 PM",
="",17061,,,,,448,="",="2/5/2026 4:52:13.410806635 PM",
="",17065,,,,,171,="",="2/5/2026 4:52:13.411994585 PM",
="",17089,,,,,333,="",="2/5/2026 4:52:13.444326765 PM",
="",17090,,,,,436,="",="2/5/2026 4:52:13.444816920 PM",
="",17091,,,,,229,="",="2/5/2026 4:52:13.445093770 PM",
="",17099,,,,,497,="",="2/5/2026 4:52:13.464096880 PM",
="",17125,,,,,411,="",="2/5/2026 4:52:13.512665120 PM",
="",17126,,,,,448,="",="2/5/2026 4:52:13.513207655 PM",
="",17130,,,,,171,="",="2/5/2026 4:52:13.514413310 PM",
="",17143,,,,,117,="",="2/5/2026 4:52:13.531732770 PM",
="",17144,,,,,117,="",="2/5/2026 4:52:13.531782275 PM",
="",17148,,,,,99,="",="2/5/2026 4:52:13.533110410 PM",
="",17151,,,,,117,="",="2/5/2026 4:52:13.534324270 PM",
="",17156,,,,,364,="",="2/5/2026 4:52:13.538531895 PM",
="",17157,,,,,411,="",="2/5/2026 4:52:13.539130075 PM",
="",17160,,,,,333,="",="2/5/2026 4:52:13.546725505 PM",
="",17171,,,,,440,="",="2/5/2026 4:52:13.554818990 PM",
="",17180,,,,,117,="",="2/5/2026 4:52:13.568736720 PM",
="",17185,,,,,171,="",="2/5/2026 4:52:13.576769995 PM",
="",17187,,,,,115,="",="2/5/2026 4:52:13.577745735 PM",
="",17193,,,,,109,="",="2/5/2026 4:52:13.580681715 PM",
="",17194,,,,,117,="",="2/5/2026 4:52:13.580732320 PM",
="",17198,,,,,117,="",="2/5/2026 4:52:13.589155110 PM",
="",17199,,,,,117,="",="2/5/2026 4:52:13.589448425 PM",
="",17215,,,,,442,="",="2/5/2026 4:52:13.598502300 PM",
="",17216,,,,,411,="",="2/5/2026 4:52:13.598770800 PM",
="",17217,,,,,440,="",="2/5/2026 4:52:13.598982710 PM",
="",17227,,,,,82,="",="2/5/2026 4:52:13.615133955 PM",
="",17228,,,,,448,="",="2/5/2026 4:52:13.615607685 PM",
="",17232,,,,,177,="",="2/5/2026 4:52:13.618106060 PM",
="",17251,,,,,364,="",="2/5/2026 4:52:13.640933140 PM",
="",17254,,,,,333,="",="2/5/2026 4:52:13.649130095 PM",
="",17258,,,,,411,="",="2/5/2026 4:52:13.656963395 PM",
="",17259,,,,,440,="",="2/5/2026 4:52:13.657219740 PM",
="",17263,,,,,125,="",="2/5/2026 4:52:13.664632015 PM",
="",17272,,,,,117,="",="2/5/2026 4:52:13.667892310 PM",
="",17277,,,,,411,="",="2/5/2026 4:52:13.678745120 PM",
="",17280,,,,,177,="",="2/5/2026 4:52:13.684055550 PM",
="",17281,,,,,177,="",="2/5/2026 4:52:13.684172675 PM",
="",17282,,,,,177,="",="2/5/2026 4:52:13.684289560 PM",
="",17283,,,,,177,="",="2/5/2026 4:52:13.684407485 PM",
="",17284,,,,,177,="",="2/5/2026 4:52:13.684523610 PM",
="",17285,,,,,177,="",="2/5/2026 4:52:13.684640710 PM",
="",17286,,,,,177,="",="2/5/2026 4:52:13.684757715 PM",
="",17287,,,,,177,="",="2/5/2026 4:52:13.684874760 PM",
="",17288,,,,,177,="",="2/5/2026 4:52:13.684991845 PM",
="",17289,,,,,177,="",="2/5/2026 4:52:13.685108970 PM",
="",17292,,,,,177,="",="2/5/2026 4:52:13.686046360 PM",
="",17293,,,,,177,="",="2/5/2026 4:52:13.686163485 PM",
="",17294,,,,,177,="",="2/5/2026 4:52:13.686280505 PM",
="",17295,,,,,177,="",="2/5/2026 4:52:13.686396910 PM",
="",17296,,,,,177,="",="2/5/2026 4:52:13.686631560 PM",
="",17298,,,,,177,="",="2/5/2026 4:52:13.687461425 PM",
="",17304,,,,,117,="",="2/5/2026 4:52:13.690615760 PM",
="",17311,,,,,117,="",="2/5/2026 4:52:13.694552860 PM",
="",17316,,,,,436,="",="2/5/2026 4:52:13.696557205 PM",
="",17320,,,,,442,="",="2/5/2026 4:52:13.700872730 PM",
="",17331,,,,,448,="",="2/5/2026 4:52:13.718008330 PM",
="",17354,,,,,333,="",="2/5/2026 4:52:13.751524580 PM",
="",17356,,,,,437,="",="2/5/2026 4:52:13.759395760 PM",
="",17357,,,,,425,="",="2/5/2026 4:52:13.759670560 PM",
="",17360,,,,,117,="",="2/5/2026 4:52:13.761624600 PM",
="",17372,,,,,430,="",="2/5/2026 4:52:13.767046580 PM",
="",17375,,,,,434,="",="2/5/2026 4:52:13.768230765 PM",
="",17380,,,,,117,="",="2/5/2026 4:52:13.769753185 PM",
="",17391,,,,,411,="",="2/5/2026 4:52:13.781010920 PM",
="",17394,,,,,117,="",="2/5/2026 4:52:13.783269320 PM",
="",17396,,,,,103,="",="2/5/2026 4:52:13.784142755 PM",
="",17400,,,,,117,="",="2/5/2026 4:52:13.788936065 PM",
="",17408,,,,,442,="",="2/5/2026 4:52:13.803270375 PM",
="",17416,,,,,171,="",="2/5/2026 4:52:13.809842400 PM",
="",17439,,,,,448,="",="2/5/2026 4:52:13.845776105 PM",
="",17441,,,,,411,="",="2/5/2026 4:52:13.846331075 PM",
="",17446,,,,,411,="",="2/5/2026 4:52:13.854714840 PM",
="",17449,,,,,440,="",="2/5/2026 4:52:13.855555855 PM",
="",17481,,,,,442,="",="2/5/2026 4:52:13.905673565 PM",
="",17502,,,,,99,="",="2/5/2026 4:52:13.932204595 PM",
="",17515,,,,,364,="",="2/5/2026 4:52:13.948137725 PM",
="",17524,,,,,121,="",="2/5/2026 4:52:13.956965535 PM",
="",17525,,,,,117,="",="2/5/2026 4:52:13.957014030 PM",
="",17531,,,,,177,="",="2/5/2026 4:52:13.958912965 PM",
="",17532,,,,,117,="",="2/5/2026 4:52:13.958964545 PM",
="",17533,,,,,113,="",="2/5/2026 4:52:13.958765730 PM",
="",17536,,,,,177,="",="2/5/2026 4:52:13.959875115 PM",
="",17537,,,,,117,="",="2/5/2026 4:52:13.959930310 PM",
="",17540,,,,,177,="",="2/5/2026 4:52:13.960844400 PM",
="",17541,,,,,117,="",="2/5/2026 4:52:13.960896940 PM",
="",17545,,,,,440,="",="2/5/2026 4:52:13.964422445 PM",
="",17556,,,,,117,="",="2/5/2026 4:52:13.984240645 PM",
="",17561,,,,,171,="",="2/5/2026 4:52:13.986536270 PM",
="",17574,,,,,411,="",="2/5/2026 4:52:14.008351605 PM",
="",17582,,,,,117,="",="2/5/2026 4:52:14.011587305 PM",
="",17585,,,,,177,="",="2/5/2026 4:52:14.012962815 PM",
="",17589,,,,,177,="",="2/5/2026 4:52:14.013910325 PM",
="",17594,,,,,440,="",="2/5/2026 4:52:14.014830595 PM",
="",17597,,,,,177,="",="2/5/2026 4:52:14.015895855 PM",
="",17601,,,,,103,="",="2/5/2026 4:52:14.023273325 PM",
="",17602,,,,,117,="",="2/5/2026 4:52:14.023341360 PM",
="",17611,,,,,121,="",="2/5/2026 4:52:14.027672945 PM",
="",17612,,,,,117,="",="2/5/2026 4:52:14.027727560 PM",
="",17617,,,,,364,="",="2/5/2026 4:52:14.034663895 PM",
="",17620,,,,,375,="",="2/5/2026 4:52:14.042770050 PM",
="",17625,,,,,364,="",="2/5/2026 4:52:14.050540420 PM",
="",17631,,,,,117,="",="2/5/2026 4:52:14.055742250 PM",
="",17635,,,,,117,="",="2/5/2026 4:52:14.057533665 PM",
="",17637,,,,,436,="",="2/5/2026 4:52:14.059269705 PM",
="",17638,,,,,411,="",="2/5/2026 4:52:14.059543275 PM",
="",17639,,,,,440,="",="2/5/2026 4:52:14.059799285 PM",
="",17647,,,,,440,="",="2/5/2026 4:52:14.066822845 PM",
="",17654,,,,,117,="",="2/5/2026 4:52:14.086682900 PM",
="",17662,,,,,411,="",="2/5/2026 4:52:14.106444170 PM",
="",17663,,,,,440,="",="2/5/2026 4:52:14.106676195 PM",
="",17665,,,,,442,="",="2/5/2026 4:52:14.110474700 PM",
="",17680,,,,,117,="",="2/5/2026 4:52:14.129869030 PM",
="",17683,,,,,117,="",="2/5/2026 4:52:14.131468455 PM",
="",17702,,,,,333,="",="2/5/2026 4:52:14.161130870 PM",
="",17709,,,,,440,="",="2/5/2026 4:52:14.169223395 PM",
="",17710,,,,,171,="",="2/5/2026 4:52:14.169883815 PM",
="",17735,,,,,442,="",="2/5/2026 4:52:14.212875730 PM",
="",17753,,,,,177,="",="2/5/2026 4:52:14.232129155 PM",
="",17769,,,,,177,="",="2/5/2026 4:52:14.236488020 PM",
="",17789,,,,,333,="",="2/5/2026 4:52:14.263530580 PM",
="",17795,,,,,109,="",="2/5/2026 4:52:14.271279355 PM",
="",17797,,,,,437,="",="2/5/2026 4:52:14.271391600 PM",
="",17798,,,,,425,="",="2/5/2026 4:52:14.271671280 PM",
="",17804,,,,,411,="",="2/5/2026 4:52:14.292989960 PM",
="",17810,,,,,314,="",="2/5/2026 4:52:14.302219050 PM",
="",17821,,,,,442,="",="2/5/2026 4:52:14.315276320 PM",
="",17837,,,,,375,="",="2/5/2026 4:52:14.349691405 PM",
="",17848,,,,,177,="",="2/5/2026 4:52:14.359188830 PM",
="",17854,,,,,177,="",="2/5/2026 4:52:14.361023620 PM",
="",17855,,,,,117,="",="2/5/2026 4:52:14.361078920 PM",
="",17859,,,,,177,="",="2/5/2026 4:52:14.361992370 PM",
="",17887,,,,,117,="",="2/5/2026 4:52:14.377045035 PM",
="",17892,,,,,411,="",="2/5/2026 4:52:14.395389830 PM",
="",17896,,,,,440,="",="2/5/2026 4:52:14.407089215 PM",
="",17928,,,,,436,="",="2/5/2026 4:52:14.460484715 PM",
="",17936,,,,,448,="",="2/5/2026 4:52:14.468539635 PM",
="",17971,,,,,286,="",="2/5/2026 4:52:14.525968805 PM",
="",17987,,,,,411,="",="2/5/2026 4:52:14.563160610 PM",
="",17997,,,,,440,="",="2/5/2026 4:52:14.571750885 PM",
="",18007,,,,,437,="",="2/5/2026 4:52:14.578337945 PM",
="",18009,,,,,425,="",="2/5/2026 4:52:14.578614970 PM",
="",18014,,,,,117,="",="2/5/2026 4:52:14.587196850 PM",
="",18019,,,,,99,="",="2/5/2026 4:52:14.588414255 PM",
="",18035,,,,,442,="",="2/5/2026 4:52:14.622477435 PM",
="",18036,,,,,117,="",="2/5/2026 4:52:14.626028740 PM",
="",18058,,,,,117,="",="2/5/2026 4:52:14.644283075 PM",
="",18067,,,,,436,="",="2/5/2026 4:52:14.665285640 PM",
="",18070,,,,,177,="",="2/5/2026 4:52:14.670778650 PM",
="",18076,,,,,448,="",="2/5/2026 4:52:14.673341265 PM",
="",18103,,,,,448,="",="2/5/2026 4:52:14.720269645 PM",
="",18118,,,,,437,="",="2/5/2026 4:52:14.743958560 PM",
="",18125,,,,,117,="",="2/5/2026 4:52:14.760535425 PM",
="",18128,,,,,117,="",="2/5/2026 4:52:14.761962410 PM",
="",18145,,,,,436,="",="2/5/2026 4:52:14.767747275 PM",
="",18154,,,,,177,="",="2/5/2026 4:52:14.771673700 PM",
="",18156,,,,,177,="",="2/5/2026 4:52:14.771731205 PM",
="",18177,,,,,177,="",="2/5/2026 4:52:14.786893315 PM",
="",18210,,,,,171,="",="2/5/2026 4:52:14.834886495 PM",
="",18218,,,,,411,="",="2/5/2026 4:52:14.846929465 PM",
="",18219,,,,,171,="",="2/5/2026 4:52:14.847531045 PM",
="",18222,,,,,117,="",="2/5/2026 4:52:14.850266090 PM",
="",18230,,,,,177,="",="2/5/2026 4:52:14.856382990 PM",
="",18261,,,,,411,="",="2/5/2026 4:52:14.870362600 PM",
="",18262,,,,,440,="",="2/5/2026 4:52:14.870593240 PM",
="",18286,,,,,411,="",="2/5/2026 4:52:14.925653975 PM",
="",18287,,,,,171,="",="2/5/2026 4:52:14.926242275 PM",
="",18295,,,,,117,="",="2/5/2026 4:52:14.937055015 PM",
="",18296,,,,,117,="",="2/5/2026 4:52:14.937109170 PM",
="",18298,,,,,117,="",="2/5/2026 4:52:14.939797705 PM",
="",18318,,,,,117,="",="2/5/2026 4:52:14.959884875 PM",
="",18330,,,,,411,="",="2/5/2026 4:52:14.972760350 PM",
="",18359,,,,,117,="",="2/5/2026 4:52:15.023796375 PM",
="",18362,,,,,117,="",="2/5/2026 4:52:15.025628485 PM",
="",18365,,,,,436,="",="2/5/2026 4:52:15.027775685 PM",
="",18371,,,,,171,="",="2/5/2026 4:52:15.030064715 PM",
="",18382,,,,,411,="",="2/5/2026 4:52:15.037869300 PM",
="",18441,,,,,177,="",="2/5/2026 4:52:15.128459355 PM",
="",18473,,,,,437,="",="2/5/2026 4:52:15.153560140 PM",
="",18488,,,,,171,="",="2/5/2026 4:52:15.169999920 PM",
="",18498,,,,,436,="",="2/5/2026 4:52:15.177287980 PM",
="",18505,,,,,437,="",="2/5/2026 4:52:15.192462780 PM",
="",18511,,,,,448,="",="2/5/2026 4:52:15.213500315 PM",
="",18512,,,,,436,="",="2/5/2026 4:52:15.213781035 PM",
="",18526,,,,,177,="",="2/5/2026 4:52:15.231160675 PM",
="",18544,,,,,252,="",="2/5/2026 4:52:15.240752750 PM",
="",18569,,,,,364,="",="2/5/2026 4:52:15.263480840 PM",
="",18577,,,,,448,="",="2/5/2026 4:52:15.272080335 PM",
="",18608,,,,,448,="",="2/5/2026 4:52:15.315903945 PM",
="",18611,,,,,109,="",="2/5/2026 4:52:15.328544170 PM",
="",18612,,,,,117,="",="2/5/2026 4:52:15.328594695 PM",
="",18623,,,,,185,="",="2/5/2026 4:52:15.331707135 PM",
="",18624,,,,,117,="",="2/5/2026 4:52:15.331766240 PM",
="",18642,,,,,183,="",="2/5/2026 4:52:15.347727845 PM",
="",18680,,,,,177,="",="2/5/2026 4:52:15.374100965 PM",
="",18697,,,,,448,="",="2/5/2026 4:52:15.390143435 PM",
="",18701,,,,,229,="",="2/5/2026 4:52:15.391442515 PM",
="",18726,,,,,448,="",="2/5/2026 4:52:15.417149560 PM",
="",18735,,,,,117,="",="2/5/2026 4:52:15.446462590 PM",
="",18742,,,,,117,="",="2/5/2026 4:52:15.448866260 PM",
="",18747,,,,,117,="",="2/5/2026 4:52:15.456858810 PM",
="",18763,,,,,436,="",="2/5/2026 4:52:15.477178185 PM",
="",18766,,,,,99,="",="2/5/2026 4:52:15.480060480 PM",
="",18773,,,,,411,="",="2/5/2026 4:52:15.484763090 PM",
="",18787,,,,,436,="",="2/5/2026 4:52:15.521029665 PM",
="",18788,,,,,411,="",="2/5/2026 4:52:15.521294165 PM",
="",18789,,,,,440,="",="2/5/2026 4:52:15.521512595 PM",
="",18797,,,,,440,="",="2/5/2026 4:52:15.538586560 PM",
="",18823,,,,,440,="",="2/5/2026 4:52:15.580398360 PM",
="",18832,,,,,436,="",="2/5/2026 4:52:15.585769835 PM",
="",18833,,,,,411,="",="2/5/2026 4:52:15.586043565 PM",
="",18856,,,,,436,="",="2/5/2026 4:52:15.623429720 PM",
="",18861,,,,,436,="",="2/5/2026 4:52:15.640479665 PM",
="",18862,,,,,411,="",="2/5/2026 4:52:15.640744165 PM",
="",18889,,,,,99,="",="2/5/2026 4:52:15.668268795 PM",
="",18895,,,,,448,="",="2/5/2026 4:52:15.681672355 PM",
="",18897,,,,,411,="",="2/5/2026 4:52:15.682249335 PM",
="",18903,,,,,437,="",="2/5/2026 4:52:15.687893900 PM",
="",18906,,,,,411,="",="2/5/2026 4:52:15.689563935 PM",
="",18927,,,,,177,="",="2/5/2026 4:52:15.717264385 PM",
="",18932,,,,,117,="",="2/5/2026 4:52:15.718832355 PM",
="",18933,,,,,411,="",="2/5/2026 4:52:15.724976845 PM",
="",18934,,,,,440,="",="2/5/2026 4:52:15.725232950 PM",
="",18935,,,,,448,="",="2/5/2026 4:52:15.725502485 PM",
="",18936,,,,,436,="",="2/5/2026 4:52:15.725786245 PM",
="",18937,,,,,411,="",="2/5/2026 4:52:15.726071255 PM",
="",18938,,,,,440,="",="2/5/2026 4:52:15.726313545 PM",
="",18948,,,,,411,="",="2/5/2026 4:52:15.743445285 PM",
="",18976,,,,,436,="",="2/5/2026 4:52:15.790591295 PM",
="",18979,,,,,117,="",="2/5/2026 4:52:15.791720450 PM",
="",18980,,,,,411,="",="2/5/2026 4:52:15.791942365 PM",
="",18989,,,,,99,="",="2/5/2026 4:52:15.812437355 PM",
="",19003,,,,,448,="",="2/5/2026 4:52:15.826748875 PM",
="",19008,,,,,436,="",="2/5/2026 4:52:15.828207575 PM",
="",19009,,,,,411,="",="2/5/2026 4:52:15.828472075 PM",
="",19016,,,,,437,="",="2/5/2026 4:52:15.844994210 PM",
="",19040,,,,,177,="",="2/5/2026 4:52:15.859724560 PM",
="",19055,,,,,436,="",="2/5/2026 4:52:15.870659505 PM",
="",19065,,,,,117,="",="2/5/2026 4:52:15.875081105 PM",
="",19072,,,,,440,="",="2/5/2026 4:52:15.887283845 PM",
="",19095,,,,,117,="",="2/5/2026 4:52:15.911606130 PM",
="",19098,,,,,177,="",="2/5/2026 4:52:15.914220190 PM",
="",19102,,,,,117,="",="2/5/2026 4:52:15.915926700 PM",
="",19110,,,,,117,="",="2/5/2026 4:52:15.917798305 PM",
="",19123,,,,,411,="",="2/5/2026 4:52:15.930883870 PM",
="",19140,,,,,425,="",="2/5/2026 4:52:15.959200435 PM",
="",19157,,,,,448,="",="2/5/2026 4:52:15.988876440 PM",
="",19158,,,,,411,="",="2/5/2026 4:52:15.989428235 PM",
="",19159,,,,,440,="",="2/5/2026 4:52:15.989684460 PM",
="",19167,,,,,436,="",="2/5/2026 4:52:15.995372215 PM",
="",19179,,,,,109,="",="2/5/2026 4:52:16.009752760 PM",
="",19209,,,,,436,="",="2/5/2026 4:52:16.033008325 PM",
="",19257,,,,,333,="",="2/5/2026 4:52:16.090879410 PM",
="",19259,,,,,411,="",="2/5/2026 4:52:16.091828810 PM",
="",19292,,,,,117,="",="2/5/2026 4:52:16.114228405 PM",
="",19300,,,,,117,="",="2/5/2026 4:52:16.116244620 PM",
="",19315,,,,,177,="",="2/5/2026 4:52:16.130675670 PM",
="",19324,,,,,177,="",="2/5/2026 4:52:16.133660860 PM",
="",19325,,,,,448,="",="2/5/2026 4:52:16.135043675 PM",
="",19333,,,,,411,="",="2/5/2026 4:52:16.144619985 PM",
="",19334,,,,,440,="",="2/5/2026 4:52:16.144853825 PM",
="",19350,,,,,171,="",="2/5/2026 4:52:16.169993135 PM",
="",19367,,,,,450,="",="2/5/2026 4:52:16.188769455 PM",
="",19368,,,,,450,="",="2/5/2026 4:52:16.189098310 PM",
="",19373,,,,,447,="",="2/5/2026 4:52:16.190248270 PM",
="",19385,,,,,447,="",="2/5/2026 4:52:16.193155375 PM",
="",19389,,,,,450,="",="2/5/2026 4:52:16.194558760 PM",
="",19390,,,,,447,="",="2/5/2026 4:52:16.194942030 PM",
="",19391,,,,,446,="",="2/5/2026 4:52:16.195318580 PM",
="",19392,,,,,99,="",="2/5/2026 4:52:16.195715415 PM",
="",19396,,,,,446,="",="2/5/2026 4:52:16.196502185 PM",
="",19397,,,,,450,="",="2/5/2026 4:52:16.197213440 PM",
="",19398,,,,,411,="",="2/5/2026 4:52:16.197970220 PM",
="",19401,,,,,440,="",="2/5/2026 4:52:16.200740360 PM",
="",19416,,,,,117,="",="2/5/2026 4:52:16.211610925 PM",
="",19439,,,,,177,="",="2/5/2026 4:52:16.234337290 PM",
="",19443,,,,,177,="",="2/5/2026 4:52:16.235254825 PM",
="",19446,,,,,448,="",="2/5/2026 4:52:16.237505705 PM",
="",19447,,,,,436,="",="2/5/2026 4:52:16.237786145 PM",
="",19448,,,,,440,="",="2/5/2026 4:52:16.238316405 PM",
="",19471,,,,,177,="",="2/5/2026 4:52:16.271194610 PM",
="",19473,,,,,448,="",="2/5/2026 4:52:16.273351340 PM",
="",19481,,,,,436,="",="2/5/2026 4:52:16.280261765 PM",
="",19490,,,,,440,="",="2/5/2026 4:52:16.296886410 PM",
="",19515,,,,,117,="",="2/5/2026 4:52:16.331240330 PM",
="",19556,,,,,177,="",="2/5/2026 4:52:16.374512575 PM",
="",19560,,,,,177,="",="2/5/2026 4:52:16.375424390 PM",
="",19572,,,,,440,="",="2/5/2026 4:52:16.383171585 PM",
="",19579,,,,,177,="",="2/5/2026 4:52:16.385547385 PM",
="",19583,,,,,177,="",="2/5/2026 4:52:16.386508815 PM",
="",19592,,,,,440,="",="2/5/2026 4:52:16.405504390 PM",
="",19640,,,,,109,="",="2/5/2026 4:52:16.481872710 PM",
="",19641,,,,,117,="",="2/5/2026 4:52:16.481922715 PM",
="",19650,,,,,115,="",="2/5/2026 4:52:16.486656350 PM",
="",19651,,,,,99,="",="2/5/2026 4:52:16.486878780 PM",
="",19660,,,,,448,="",="2/5/2026 4:52:16.500876020 PM",
="",19674,,,,,440,="",="2/5/2026 4:52:16.517417650 PM",
="",19686,,,,,440,="",="2/5/2026 4:52:16.545517865 PM",
="",19690,,,,,440,="",="2/5/2026 4:52:16.554456445 PM",
="",19693,,,,,171,="",="2/5/2026 4:52:16.556564985 PM",
="",19694,,,,,171,="",="2/5/2026 4:52:16.556624150 PM",
="",19695,,,,,171,="",="2/5/2026 4:52:16.556696085 PM",
="",19703,,,,,440,="",="2/5/2026 4:52:16.562591590 PM",
="",19723,,,,,436,="",="2/5/2026 4:52:16.587443105 PM",
="",19726,,,,,440,="",="2/5/2026 4:52:16.587976020 PM",
="",19792,,,,,448,="",="2/5/2026 4:52:16.687683570 PM",
="",19805,,,,,436,="",="2/5/2026 4:52:16.705958350 PM",
="",19809,,,,,411,="",="2/5/2026 4:52:16.711266640 PM",
="",19812,,,,,171,="",="2/5/2026 4:52:16.711826630 PM",
="",19815,,,,,440,="",="2/5/2026 4:52:16.712706360 PM",
="",19823,,,,,117,="",="2/5/2026 4:52:16.716649450 PM",
="",19835,,,,,436,="",="2/5/2026 4:52:16.749812490 PM",
="",19840,,,,,411,="",="2/5/2026 4:52:16.759027070 PM",
="",19879,,,,,440,="",="2/5/2026 4:52:16.808888585 PM",
="",19887,,,,,115,="",="2/5/2026 4:52:16.813661330 PM",
="",19918,,,,,177,="",="2/5/2026 4:52:16.859312975 PM",
="",19922,,,,,177,="",="2/5/2026 4:52:16.860230310 PM",
="",19928,,,,,314,="",="2/5/2026 4:52:16.862281035 PM",
="",19966,,,,,117,="",="2/5/2026 4:52:16.899043205 PM",
="",19985,,,,,117,="",="2/5/2026 4:52:16.913089925 PM",
="",20004,,,,,177,="",="2/5/2026 4:52:16.920494365 PM",
="",20035,,,,,448,="",="2/5/2026 4:52:16.973083195 PM",
="",20057,,,,,117,="",="2/5/2026 4:52:17.009997535 PM",
="",20062,,,,,117,="",="2/5/2026 4:52:17.012267700 PM",
="",20066,,,,,411,="",="2/5/2026 4:52:17.013456255 PM",
="",20114,,,,,411,="",="2/5/2026 4:52:17.074360325 PM",
="",20150,,,,,117,="",="2/5/2026 4:52:17.115274760 PM",
="",20153,,,,,121,="",="2/5/2026 4:52:17.116234025 PM",
="",20160,,,,,440,="",="2/5/2026 4:52:17.122430465 PM",
="",20205,,,,,440,="",="2/5/2026 4:52:17.178704390 PM",
="",20227,,,,,117,="",="2/5/2026 4:52:17.210554885 PM",
="",20240,,,,,117,="",="2/5/2026 4:52:17.223945495 PM",
="",20248,,,,,117,="",="2/5/2026 4:52:17.226983345 PM",
="",20252,,,,,103,="",="2/5/2026 4:52:17.227893150 PM",
="",20256,,,,,117,="",="2/5/2026 4:52:17.231149370 PM",
="",20261,,,,,117,="",="2/5/2026 4:52:17.233353550 PM",
="",20271,,,,,117,="",="2/5/2026 4:52:17.236332980 PM",
="",20332,,,,,411,="",="2/5/2026 4:52:17.324795460 PM",
="",20333,,,,,177,="",="2/5/2026 4:52:17.325525695 PM",
="",20334,,,,,117,="",="2/5/2026 4:52:17.325582355 PM",
="",20337,,,,,411,="",="2/5/2026 4:52:17.326875915 PM",
="",20338,,,,,448,="",="2/5/2026 4:52:17.327323915 PM",
="",20339,,,,,436,="",="2/5/2026 4:52:17.327607635 PM",
="",20344,,,,,117,="",="2/5/2026 4:52:17.331222945 PM",
="",20354,,,,,411,="",="2/5/2026 4:52:17.338710335 PM",
="",20369,,,,,440,="",="2/5/2026 4:52:17.364721470 PM",
="",20376,,,,,411,="",="2/5/2026 4:52:17.373407680 PM",
="",20385,,,,,440,="",="2/5/2026 4:52:17.376700510 PM",
="",20386,,,,,117,="",="2/5/2026 4:52:17.377572260 PM",
="",20443,,,,,440,="",="2/5/2026 4:52:17.440528355 PM",
="",20468,,,,,117,="",="2/5/2026 4:52:17.461475385 PM",
="",20474,,,,,440,="",="2/5/2026 4:52:17.467122115 PM",
="",20483,,,,,440,="",="2/5/2026 4:52:17.476061495 PM",
="",20537,,,,,437,="",="2/5/2026 4:52:17.542122415 PM",
="",20538,,,,,436,="",="2/5/2026 4:52:17.542398790 PM",
="",20612,,,,,440,="",="2/5/2026 4:52:17.641462090 PM",
="",20627,,,,,103,="",="2/5/2026 4:52:17.658848895 PM",
="",20707,,,,,437,="",="2/5/2026 4:52:17.747740095 PM",
="",20710,,,,,440,="",="2/5/2026 4:52:17.748546985 PM",
="",20743,,,,,448,="",="2/5/2026 4:52:17.809364615 PM",
="",20749,,,,,117,="",="2/5/2026 4:52:17.812059890 PM",
="",20755,,,,,171,="",="2/5/2026 4:52:17.815212575 PM",
="",20756,,,,,171,="",="2/5/2026 4:52:17.815281285 PM",
="",20774,,,,,115,="",="2/5/2026 4:52:17.837160740 PM",
